Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g5297	-	1156	-	173093	219724	110.685173	38.864956	47.070667
g5300	-	1157	+	11047	12245	0.662037	0.232461	0.281542
g5303	-	1157	+	86345	86929	0.743590	0.261097	0.316224
g5306	-	1157	+	123583	130280	0.550276	0.193219	0.234014
g5317	-	1157	+	218915	219325	0.245255	0.086117	0.104299
g5319	-	1158	+	1075	3410	62.213432	21.845043	26.457270
g5320	-	1158	-	6978	8201	10.692460	3.754451	4.547142
g5321	-	1158	-	8614	19729	13.095607	4.598269	5.569119
g5322	-	1158	-	36884	45135	4.177754	1.466937	1.776658
g5324	-	1158	+	59959	81585	114.875244	40.336220	48.852562
g5325	-	1158	-	100086	155208	35.192009	12.356993	14.965972
g5326	-	1158	-	161839	165771	88.488586	31.071053	37.631207
g5327	-	1158	+	165862	166937	24.016666	8.432987	10.213476
g5328	-	1158	+	176554	181449	71.051437	24.948338	30.215776
g5330	-	1159	-	83	424	0.163743	0.057495	0.069634
g5336	-	1159	-	24308	25096	0.872624	0.306405	0.371098
g5350	-	1159	-	65391	70865	0.000000	0.000000	0.000000
g5363	-	1159	-	157708	160026	0.763039	0.267926	0.324495
g5364	-	1159	-	160168	165350	0.000000	0.000000	0.000000
g5354	-	1159	-	84833	100950	2.445323	0.858628	1.039913
g5355	-	1159	-	100966	101424	0.000000	0.000000	0.000000
g5356	-	1159	-	101710	103811	0.000000	0.000000	0.000000
g5357	-	1159	-	104396	104725	0.000000	0.000000	0.000000
g5358	-	1159	-	104769	105134	0.000000	0.000000	0.000000
g5360	-	1159	+	114766	115473	0.000000	0.000000	0.000000
g5361	-	1159	-	131957	133325	0.000000	0.000000	0.000000
g5362	-	1159	-	137262	152900	4.169524	1.464048	1.773158
g5365	-	1159	+	170269	221702	12.457307	4.374142	5.297672
g5367	-	1159	+	241297	244367	15.651238	5.495630	6.655943
g5371	-	1160	+	18325	23879	4.682939	1.644323	1.991496
g5372	-	1160	+	41798	52295	5.080515	1.783925	2.160571
g5373	-	1160	-	54885	58394	261.487793	91.816376	111.201920
g5390	-	1161	-	903	6108	1.006920	0.353560	0.428209
g5375	-	1160	-	66976	92515	31.375063	11.016747	13.342753
g5376	-	1160	+	98348	106811	93.849159	32.953316	39.910877
g5377	-	1160	-	112826	129150	11.718368	4.114678	4.983426
g5378	-	1160	-	150730	156569	0.208709	0.073284	0.088757
g5381	-	1160	-	176143	176595	0.635761	0.223235	0.270368
g5382	-	1160	-	179778	181112	2.538911	0.891490	1.079713
g5383	-	1160	-	182336	186754	1.869612	0.656478	0.795083
g5384	-	1160	-	187978	189940	1.495726	0.525195	0.636082
g5385	-	1160	+	197500	200918	20.909760	7.342058	8.892215
g5386	-	1160	-	210249	213680	0.000000	0.000000	0.000000
g5391	-	1161	-	12165	16904	2383.929688	837.070740	1013.804688
g5392	-	1161	+	17000	34623	31.271307	10.980314	13.298630
g5394	-	1161	+	56685	60563	98.979324	34.754673	42.092564
g5395	-	1161	-	64510	69757	46.795834	16.431452	19.900686
g5396	-	1161	-	70798	94180	50.396904	17.695898	21.432100
g5397	-	1161	+	94654	115631	22.171284	7.785017	9.428698
g5398	-	1161	+	140852	177994	19.005922	6.673562	8.082577
g5399	-	1161	-	198500	199786	6.356791	2.232064	2.703328
g5402	-	1161	+	215086	215742	0.000000	0.000000	0.000000
g5406	-	1161	-	226287	227252	0.358696	0.125949	0.152541
g5410	-	1162	-	51	307	0.609338	0.213957	0.259131
g5412	-	1162	-	28674	29861	13.609756	4.778803	5.787769
g5413	-	1162	-	39634	40290	0.436834	0.153386	0.185771
g5417	-	1162	+	115066	120990	0.237742	0.083479	0.101104
g5418	-	1162	+	124653	128672	0.415458	0.145880	0.176680
g5414	-	1162	+	42748	56951	0.991094	0.348003	0.421479
g5415	-	1162	-	57949	92094	29.551111	10.376301	12.567089
g5416	-	1162	+	92227	104122	82.179581	28.855768	34.948200
g5420	-	1162	-	141260	143845	2.083234	0.731487	0.885929
g5422	-	1162	+	165015	171097	237.004318	83.219482	100.789932
g5423	-	1162	+	209313	219454	4.892770	1.718001	2.080730
g5424	-	1162	-	224179	236540	31.818075	11.172301	13.531153
g5425	-	1162	+	238084	256661	14.785656	5.191697	6.287840
g5427	-	1163	-	10958	11423	6.369565	2.236550	2.708761
g5429	-	1163	+	17049	17838	0.662534	0.232636	0.281753
g5430	-	1163	-	21904	28639	17.993128	6.317939	7.651869
g5433	-	1163	-	65784	67517	0.167243	0.058724	0.071123
g5434	-	1163	-	67799	69715	0.000000	0.000000	0.000000
g5435	-	1163	-	69957	70752	0.000000	0.000000	0.000000
g5436	-	1163	-	70778	71080	0.957096	0.336066	0.407021
g5437	-	1163	+	72677	72976	0.000000	0.000000	0.000000
g5438	-	1163	-	106477	111101	7.260652	2.549438	3.087710
g5439	-	1163	-	135316	140355	2.341026	0.822006	0.995559
g5440	-	1163	-	152335	164303	31.819128	11.172671	13.531600
g5442	-	1163	-	175021	179986	13.350981	4.687939	5.677721
g5443	-	1163	+	180289	185646	0.000000	0.000000	0.000000
g5444	-	1163	+	187815	189185	0.111597	0.039185	0.047458
g5445	-	1163	+	193633	194223	2.027753	0.712006	0.862335
g5446	-	1163	-	197495	199979	48.789474	17.131479	20.748516
g5447	-	1163	-	204877	207183	0.204425	0.071780	0.086935
g5448	-	1163	-	217469	226763	10.723090	3.765206	4.560168
g5455	-	1164	-	45604	48766	2.664739	0.935671	1.133223
g5456	-	1164	-	70278	96465	66.731995	23.431648	28.378862
g5457	-	1164	-	99443	103278	865.040527	303.742249	367.872498
g5458	-	1164	-	116099	130456	149.786896	52.594772	63.699306
g5459	-	1164	+	130741	138330	187.777786	65.934540	79.855553
g5460	-	1164	-	141324	153579	79.882927	28.049345	33.971512
g5461	-	1164	-	159173	183091	42.254837	14.836967	17.969555
g5464	-	1164	-	225644	231457	2.099470	0.737188	0.892834
g5465	-	1164	-	233809	239013	0.347410	0.121986	0.147742
g5462	-	1164	-	189506	192063	39.206543	13.766619	16.673218
g5463	-	1164	-	193553	221321	23.692818	8.319275	10.075755
g5466	-	1164	-	247239	253581	1.614263	0.566817	0.686491
g5467	-	1165	-	1471	4361	0.000000	0.000000	0.000000
g5474	-	1165	+	180871	181290	0.845238	0.296789	0.359451
g5468	-	1165	-	22804	44603	0.000000	0.000000	0.000000
g5472	-	1165	-	112976	165950	46.328259	16.267271	19.701843
g5475	-	1165	+	204529	205424	24.758041	8.693307	10.528759
g5476	-	1165	-	212170	212499	0.000000	0.000000	0.000000
g5477	-	1165	+	231384	232037	0.000000	0.000000	0.000000
g5479	-	1165	+	241851	250514	110.951859	38.958599	47.184074
g5482	-	1166	+	37300	42393	0.242657	0.085204	0.103194
g5483	-	1166	+	42402	46680	0.417698	0.146667	0.177633
g5484	-	1166	-	49629	50779	5.712560	2.005855	2.429359
g5486	-	1166	-	69126	69683	0.512545	0.179970	0.217968
g5491	-	1166	+	105486	107308	0.587521	0.206297	0.249853
g5493	-	1166	+	114649	116375	0.296270	0.104029	0.125994
g5499	-	1166	+	231764	235440	0.000000	0.000000	0.000000
g5495	-	1166	+	140469	154052	5.532514	1.942635	2.352791
g5496	-	1166	-	154587	156477	0.481285	0.168994	0.204674
g5497	-	1166	+	190068	224376	13.802617	4.846522	5.869787
g5498	-	1166	+	226566	227240	68.352173	24.000542	29.067871
g5503	-	1167	+	30289	31596	8.782054	3.083648	3.734711
g5504	-	1167	+	31610	31969	0.000000	0.000000	0.000000
g5505	-	1167	+	33060	35804	0.000000	0.000000	0.000000
g5506	-	1167	+	35861	37810	0.308972	0.108490	0.131395
g5507	-	1167	-	48291	48596	0.000000	0.000000	0.000000
g5513	-	1168	+	1255	2133	0.305176	0.107157	0.129781
g5515	-	1168	-	26316	32165	9.799161	3.440786	4.167252
g5516	-	1168	-	49399	52879	7.568052	2.657375	3.218437
g5517	-	1169	+	18119	18916	3.504386	1.230497	1.490297
g5527	-	1169	-	94489	95733	0.280699	0.098562	0.119372
g5528	-	1169	-	100591	101177	0.850099	0.298496	0.361518
g5544	-	1169	+	208167	211392	0.398433	0.139902	0.169440
g5545	-	1169	-	213990	214643	0.293577	0.103084	0.124848
g5548	-	1169	+	250091	253129	0.000000	0.000000	0.000000
g5549	-	1170	+	20490	22238	7.360765	2.584590	3.130285
g5561	-	1170	+	103388	104023	0.451258	0.158451	0.191905
g5565	-	1170	-	139130	139612	8.836439	3.102745	3.757839
g5566	-	1170	+	146930	147418	10.241309	3.596037	4.355283
g5567	-	1170	-	155620	156009	0.094872	0.033312	0.040346
g5568	-	1170	-	164062	164496	1.473563	0.517413	0.626657
g5571	-	1170	-	200610	200960	150.079773	52.697605	63.823856
g5572	-	1170	+	224129	228190	0.112277	0.039424	0.047748
g5573	-	1170	-	231331	231711	16.438322	5.771999	6.990663
g5575	-	1171	+	4100	56496	4.572082	1.605398	1.944352
g5580	-	1171	-	165004	185410	78.135384	27.435728	33.228340
g5581	-	1171	-	193866	215946	579.646851	203.531769	246.504211
g5583	-	1172	+	1385	3067	7.414373	2.603414	3.153082
g5584	-	1172	-	5744	7456	30.961182	10.871419	13.166744
g5585	-	1172	-	14263	18618	4.518979	1.586752	1.921769
g5586	-	1172	+	59612	75268	2.464139	0.865235	1.047915
g5588	-	1172	+	84712	94017	0.979745	0.344018	0.416652
g5589	-	1172	+	107203	112779	2.131462	0.748422	0.906439
g5590	-	1172	+	123309	124019	0.000000	0.000000	0.000000
g5591	-	1172	+	126922	127362	0.000000	0.000000	0.000000
g5592	-	1172	+	135500	145534	8.044636	2.824718	3.421112
g5593	-	1172	+	150194	153857	1.985759	0.697261	0.844476
g5594	-	1172	-	161962	167800	0.000000	0.000000	0.000000
g5603	-	1173	+	16152	17816	0.000000	0.000000	0.000000
g5612	-	1173	-	135037	147462	2.645576	0.928943	1.125074
g5614	-	1173	+	206702	208551	62.139118	21.818949	26.425669
g5615	-	1173	-	214171	245172	1.599862	0.561761	0.680367
g5616	-	1174	+	9391	12898	0.199234	0.069957	0.084727
g5624	-	1174	-	225807	233576	2.983886	1.047734	1.268946
g5619	-	1174	+	125099	127198	0.000000	0.000000	0.000000
g5620	-	1174	-	127474	128517	0.114943	0.040360	0.048881
g5621	-	1174	+	193853	197501	0.000000	0.000000	0.000000
g5622	-	1174	-	205846	206157	0.000000	0.000000	0.000000
g5623	-	1174	-	222629	224803	13.226249	4.644142	5.624677
g5629	-	1175	+	14759	26153	0.140847	0.049456	0.059897
g5632	-	1175	+	41739	50025	2.113386	0.742075	0.898752
g5643	-	1175	+	99920	102685	0.116920	0.041054	0.049722
g5645	-	1175	+	108517	112356	0.166651	0.058516	0.070871
g5648	-	1175	+	126055	134790	0.000000	0.000000	0.000000
g5667	-	1175	-	247627	251665	0.000000	0.000000	0.000000
g5668	-	1176	+	3064	28862	46.862926	16.455009	19.929220
g5671	-	1176	-	53341	56220	45.093895	15.833849	19.176910
g5673	-	1176	-	68490	72932	16.237892	5.701622	6.905427
g5675	-	1176	-	79416	80315	4.524444	1.588671	1.924093
g5676	-	1176	+	80508	95870	12.667222	4.447850	5.386941
g5677	-	1176	+	99024	111481	21.179129	7.436641	9.006767
g5682	-	1176	-	184220	185865	0.000000	0.000000	0.000000
g5683	-	1176	-	194057	227356	53.254532	18.699299	22.647352
g5684	-	1176	+	227888	235710	22.581221	7.928959	9.603030
g5685	-	1176	-	239124	240124	10.807395	3.794808	4.596020
g5686	-	1176	-	240917	251426	91.267319	32.046753	38.812908
g5697	-	1177	+	103613	104074	0.238095	0.083602	0.101254
g5696	-	1177	+	100837	102339	0.899459	0.315828	0.382510
g5702	-	1177	+	138239	142118	0.000000	0.000000	0.000000
g5705	-	1178	+	1071	19142	1.524579	0.535326	0.648352
g5708	-	1178	-	47796	48267	0.000000	0.000000	0.000000
g5709	-	1178	-	57129	58040	1.414258	0.496589	0.601436
g5710	-	1178	-	64837	68086	6.278598	2.204608	2.670076
g5711	-	1178	-	68143	68541	6.154910	2.161178	2.617475
g5712	-	1178	+	68963	75103	10.739247	3.770879	4.567039
g5713	-	1178	-	94007	94450	0.711712	0.249904	0.302667
g5715	-	1178	-	183907	191920	40.102020	14.081048	17.054033
g5717	-	1179	+	869	11723	34.840023	12.233399	14.816285
g5718	-	1179	-	13593	16934	116.428940	40.881767	49.513294
g5719	-	1179	+	17047	22299	173.571259	60.946190	73.813995
g5721	-	1179	+	32375	79161	25.952318	9.112654	11.036644
g5722	-	1179	-	96381	106432	14.350523	5.038908	6.102793
g5723	-	1179	-	116223	116734	0.000000	0.000000	0.000000
g5724	-	1179	+	120903	141055	12.005953	4.215658	5.105726
g5725	-	1179	-	148158	148727	40.664913	14.278697	17.293413
g5726	-	1179	-	161683	166273	4.400725	1.545229	1.871480
g5727	-	1179	-	169609	182907	15.268589	5.361269	6.493215
g5728	-	1179	-	207612	216368	11.742940	4.123306	4.993876
g5729	-	1179	+	218853	222864	0.000000	0.000000	0.000000
g5730	-	1179	+	223013	225185	0.000000	0.000000	0.000000
g5731	-	1180	-	2197	10879	0.000000	0.000000	0.000000
g5736	-	1180	+	78226	82832	0.000000	0.000000	0.000000
g5739	-	1180	-	90356	90811	0.076754	0.026951	0.032641
g5740	-	1180	-	91123	91431	1.152104	0.404539	0.489951
g5742	-	1180	+	94899	95228	0.995146	0.349426	0.423202
g5743	-	1180	-	96462	97290	0.101075	0.035491	0.042984
g5744	-	1180	-	98174	104637	0.162243	0.056968	0.068996
g5745	-	1180	-	128588	129670	0.671283	0.235708	0.285474
g5749	-	1180	+	183847	184899	3.690564	1.295870	1.569472
g5751	-	1180	+	198477	198860	0.000000	0.000000	0.000000
g5752	-	1180	-	210292	214539	17.199886	6.039407	7.314530
g5753	-	1180	+	215124	232682	10.349102	3.633887	4.401124
g5758	-	1181	-	27576	29381	2.033670	0.714084	0.864851
g5759	-	1181	+	32367	33998	2.390831	0.839494	1.016740
g5760	-	1181	+	36768	39393	0.878472	0.308458	0.373584
g5765	-	1181	+	65502	66067	0.181301	0.063660	0.077101
g5766	-	1181	+	66174	68657	0.000000	0.000000	0.000000
g5771	-	1181	+	88694	102449	0.061412	0.021564	0.026116
g5788	-	1181	-	163992	166251	0.993605	0.348885	0.422547
g5790	-	1181	+	175497	177842	0.000000	0.000000	0.000000
g5789	-	1181	-	170046	175151	4.312044	1.514091	1.833767
g5802	-	1181	-	210480	219050	0.864071	0.303402	0.367460
g5804	-	1181	+	221572	222972	1.690211	0.593485	0.718790
g5807	-	1181	-	232514	233341	0.000000	0.000000	0.000000
g5808	-	1181	-	233482	233928	0.051454	0.018067	0.021882
g5810	-	1182	+	3578	5918	0.000000	0.000000	0.000000
g5812	-	1182	+	8376	9308	0.291533	0.102366	0.123979
g5813	-	1182	+	11116	12396	0.245121	0.086069	0.104242
g5820	-	1182	+	20015	20602	0.574830	0.201840	0.244456
g5825	-	1182	-	55655	115498	640.533386	224.910904	272.397217
g5827	-	1182	-	156128	156847	12.923611	4.537876	5.495975
g5826	-	1182	-	125167	144555	118.330391	41.549427	50.321918
g5829	-	1183	-	357	3661	12.636606	4.437100	5.373921
g5830	-	1183	-	3698	5028	0.715167	0.251117	0.304136
g5828	-	1182	-	164290	218405	50.543282	17.747295	21.494349
g5832	-	1183	-	51192	56050	0.000000	0.000000	0.000000
g5834	-	1183	+	86908	88889	0.000000	0.000000	0.000000
g5835	-	1183	-	88971	89867	1.708104	0.599768	0.726399
g5836	-	1183	-	95010	100424	0.000000	0.000000	0.000000
g5846	-	1183	-	191530	195530	0.000000	0.000000	0.000000
g5847	-	1183	-	229765	234121	1.311515	0.460513	0.557743
g5855	-	1185	+	17327	17704	2.634921	0.925201	1.120543
g5856	-	1185	-	24451	25068	4.459547	1.565884	1.896495
g5857	-	1185	+	28082	28906	16.518787	5.800252	7.024882
g5858	-	1185	-	37945	38916	2.605691	0.914938	1.108112
g5848	-	1184	-	260	37245	11.750426	4.125935	4.997059
g5849	-	1184	+	37700	38533	7.874701	2.765049	3.348844
g5850	-	1184	-	43725	47855	133.213623	46.775387	56.651253
g5851	-	1184	-	74497	75444	4.628692	1.625276	1.968426
g5853	-	1184	-	86842	89113	35.550632	12.482917	15.118483
g5859	-	1185	-	55571	56538	21.069090	7.398004	8.959972
g5860	-	1185	-	59186	60511	3.002856	1.054395	1.277013
g5861	-	1185	-	65409	66394	4.699054	1.649982	1.998349
g5863	-	1185	-	72677	80917	4.237125	1.487784	1.801906
g5864	-	1185	-	84957	111466	3.724696	1.307855	1.583987
g5865	-	1185	+	126372	131045	0.000000	0.000000	0.000000
g5869	-	1185	+	211926	231642	39.536835	13.882595	16.813681
g5868	-	1185	+	161284	198885	186.144760	65.361130	79.161079
g5870	-	1186	+	8111	30439	8.963409	3.147328	3.811835
g5871	-	1186	-	32859	49335	20.226261	7.102060	8.601545
g5872	-	1186	+	50557	97586	10.339057	3.630360	4.396852
g5875	-	1186	+	134766	135206	0.326531	0.114655	0.138863
g5876	-	1186	+	135394	136242	1.079505	0.379047	0.459077
g5877	-	1186	+	141840	143351	23.386574	8.211742	9.945519
g5878	-	1186	-	151268	152653	14.148629	4.968018	6.016934
g5880	-	1186	-	194226	195672	111.125587	39.019600	47.257957
g5881	-	1186	-	197274	201102	12.283467	4.313102	5.223743
g5883	-	1186	-	213374	222347	0.000000	0.000000	0.000000
g5884	-	1186	-	222454	222924	0.000000	0.000000	0.000000
g5885	-	1186	-	227790	228197	0.316176	0.111019	0.134459
g5886	-	1186	-	228435	229442	0.000000	0.000000	0.000000
g5887	-	1186	-	231447	231962	0.000000	0.000000	0.000000
g5889	-	1187	-	2827	16611	38.431515	13.494483	16.343626
g5890	-	1187	+	17022	18179	14.048359	4.932809	5.974292
g5891	-	1187	+	25357	80775	73.840698	25.927732	31.401953
g5892	-	1187	+	93677	103023	77.379494	27.170311	32.906883
g5893	-	1187	+	111899	117408	16.795046	5.897255	7.142365
g5897	-	1187	+	167905	168465	0.155080	0.054453	0.065950
g5902	-	1187	-	197427	201978	0.000000	0.000000	0.000000
g5894	-	1187	-	147296	148836	103.776474	36.439102	44.132626
g5895	-	1187	-	148969	156043	82.893700	29.106520	35.251888
g5896	-	1187	-	160736	166354	51.346153	18.029207	21.835783
g5903	-	1187	-	212777	235255	66.273758	23.270748	28.183989
g5904	-	1187	+	237570	245653	7.581728	2.662177	3.224253
g5906	-	1188	-	4922	7949	8.108481	2.847136	3.448263
g5907	-	1188	-	12873	15075	250.312500	87.892395	106.449448
g5911	-	1188	-	75798	102318	0.000000	0.000000	0.000000
g5912	-	1188	-	104866	105477	0.075163	0.026392	0.031964
g5908	-	1188	+	25782	32478	30.953320	10.868659	13.163401
g5913	-	1188	+	113179	116042	12.222455	4.291678	5.197797
g5914	-	1188	-	116190	117430	16.011353	5.622077	6.809087
g5915	-	1188	+	132224	132499	0.137681	0.048344	0.058551
g5916	-	1188	+	132577	136308	0.885140	0.310800	0.376420
g5917	-	1188	-	139787	140578	0.000000	0.000000	0.000000
g5918	-	1188	-	140658	142040	0.208966	0.073374	0.088866
g5919	-	1188	+	165606	166213	28.277704	9.929169	12.025552
g5920	-	1188	+	166544	169491	19.891064	6.984362	8.458998
g5921	-	1188	-	171389	171980	1.595923	0.560377	0.678692
g5924	-	1188	+	179070	181217	47.171822	16.563473	20.060581
g5925	-	1188	-	229788	237048	1.121569	0.393817	0.476965
g5926	-	1189	+	3674	8069	0.868845	0.305078	0.369490
g5933	-	1189	-	103676	108462	0.765949	0.268948	0.325732
g5972	-	1189	+	183982	212066	15.790574	5.544554	6.715198
g5974	-	1189	-	230717	231064	0.269253	0.094543	0.114504
g5975	-	1190	-	34068	40192	9.245207	3.246275	3.931674
g5980	-	1190	-	137957	138993	4.139869	1.453635	1.760547
g5981	-	1190	-	155549	156313	0.000000	0.000000	0.000000
g5983	-	1190	+	157464	157820	0.000000	0.000000	0.000000
g5984	-	1190	-	164633	167561	2.424419	0.851288	1.031024
g5985	-	1190	-	169290	171176	0.282107	0.099056	0.119971
g5986	-	1190	-	172086	172928	0.000000	0.000000	0.000000
g5987	-	1190	-	174911	175921	0.286845	0.100720	0.121985
g5988	-	1190	-	180399	181376	0.282209	0.099092	0.120014
g5989	-	1190	-	181389	183024	0.000000	0.000000	0.000000
g5990	-	1190	-	183226	184104	0.205916	0.072303	0.087569
g5977	-	1190	+	55978	118801	83.274490	29.240225	35.413826
g5997	-	1190	-	220185	222440	0.214076	0.075169	0.091039
g5999	-	1190	+	225801	226181	3.307087	1.161220	1.406392
g6002	-	1190	+	237982	238347	0.396175	0.139109	0.168480
g6003	-	1191	+	13617	14170	0.000000	0.000000	0.000000
g6005	-	1191	+	26903	32254	0.353766	0.124218	0.150445
g6006	-	1191	+	34575	34901	6.573084	2.308011	2.795310
g6010	-	1191	-	75891	79127	0.115032	0.040391	0.048919
g6013	-	1191	+	118031	119462	0.063304	0.022228	0.026921
g6014	-	1191	-	126021	126335	0.453968	0.159402	0.193057
g6015	-	1191	+	131081	131941	0.519552	0.182431	0.220948
g6016	-	1191	-	150461	151570	0.086486	0.030368	0.036780
g6017	-	1191	-	160647	160967	0.000000	0.000000	0.000000
g6018	-	1191	-	172224	172535	0.000000	0.000000	0.000000
g6020	-	1191	-	199300	200197	0.000000	0.000000	0.000000
g6022	-	1191	-	206619	207140	0.266284	0.093500	0.113242
g6023	-	1191	+	208383	208958	0.000000	0.000000	0.000000
g6024	-	1191	+	247915	252135	0.755274	0.265200	0.321193
g6031	-	1192	+	94064	99895	3.347046	1.175250	1.423386
g6036	-	1192	+	188222	188659	0.189498	0.066539	0.080587
g6034	-	1192	-	111806	154078	73.247063	25.719290	31.149502
g6035	-	1192	+	154444	172320	71.432327	25.082081	30.377756
g6041	-	1192	-	233870	235024	10.002598	3.512219	4.253767
g6044	-	1192	-	238820	239553	1.485149	0.521481	0.631584
g6045	-	1192	-	239678	240052	0.369333	0.129684	0.157065
g6058	-	1193	-	72736	73029	0.032880	0.011545	0.013983
g6062	-	1193	+	156183	167064	4.905421	1.722444	2.086110
g6064	-	1193	+	229576	241590	2.549153	0.895086	1.084069
g6068	-	1194	+	44899	48603	0.000000	0.000000	0.000000
g6070	-	1194	+	63028	64152	0.064000	0.022472	0.027217
g6071	-	1194	+	64471	66485	0.000000	0.000000	0.000000
g6073	-	1194	-	87195	103613	0.236542	0.083057	0.100593
g6082	-	1195	+	30398	30778	0.146982	0.051610	0.062506
g6083	-	1195	+	37821	83682	12.974436	4.555722	5.517589
g6085	-	1195	-	92233	93732	3.270531	1.148384	1.390846
g6086	-	1195	-	115519	129824	2.433972	0.854642	1.035086
g6087	-	1195	-	139753	148950	8.857036	3.109977	3.766598
g6089	-	1195	+	189515	190120	0.000000	0.000000	0.000000
g6090	-	1195	+	190137	195086	0.522161	0.183347	0.222057
g6091	-	1195	-	218491	219930	0.414226	0.145447	0.176156
g6092	-	1195	+	221457	223678	0.000000	0.000000	0.000000
g6095	-	1195	-	226575	227549	0.147693	0.051860	0.062809
g6096	-	1195	+	236007	245348	4.177998	1.467023	1.776761
g6097	-	1196	+	14151	14801	0.000000	0.000000	0.000000
g6098	-	1196	+	22529	22843	27.754911	9.745600	11.803226
g6099	-	1196	-	26904	27287	0.321007	0.112715	0.136513
g6103	-	1196	+	103200	103790	0.126904	0.044560	0.053968
g6104	-	1196	+	163870	164844	0.147692	0.051859	0.062808
g6107	-	1196	-	184072	189162	0.000000	0.000000	0.000000
g6109	-	1196	-	221442	222802	0.000000	0.000000	0.000000
g6110	-	1196	-	223975	235968	0.535610	0.188069	0.227777
g6116	-	1197	-	149810	151247	0.282502	0.099195	0.120139
g6114	-	1197	-	73924	105783	23.420740	8.223740	9.960050
g6120	-	1197	-	171693	179879	0.000000	0.000000	0.000000
g6121	-	1197	-	182913	188305	0.000000	0.000000	0.000000
g6123	-	1198	+	1976	6259	0.403977	0.141849	0.171798
g6125	-	1198	+	39978	41004	0.000000	0.000000	0.000000
g6126	-	1198	-	41286	42245	0.000000	0.000000	0.000000
g6127	-	1198	+	45205	45770	0.708432	0.248752	0.301272
g6128	-	1198	+	95029	96639	0.000000	0.000000	0.000000
g6129	-	1198	+	134657	135731	0.888170	0.311864	0.377709
g6130	-	1198	+	135908	137191	1.455952	0.511229	0.619167
g6131	-	1198	-	137559	138798	0.000000	0.000000	0.000000
g6136	-	1198	-	197195	202812	0.488562	0.171549	0.207769
g6137	-	1198	-	210341	211353	0.000000	0.000000	0.000000
g6138	-	1198	-	211762	219239	0.503594	0.176827	0.214162
g6141	-	1198	-	246100	247122	0.128104	0.044981	0.054478
g6142	-	1199	+	6938	16352	5.347222	1.877573	2.273993
g6144	-	1199	+	26976	32040	0.944925	0.331792	0.401845
g6145	-	1199	+	34056	45338	0.000000	0.000000	0.000000
g6146	-	1199	-	66442	67879	9.899598	3.476052	4.209965
g6147	-	1199	-	68010	74718	12.126888	4.258122	5.157156
g6150	-	1199	+	109895	112484	0.710335	0.249420	0.302081
g6151	-	1199	-	132567	133907	0.289263	0.101569	0.123014
g6152	-	1199	-	133951	135918	0.080800	0.028371	0.034362
g6153	-	1199	-	135966	137015	0.189714	0.066614	0.080679
g6155	-	1199	-	148327	149624	1.537804	0.539970	0.653976
g6156	-	1199	+	150120	152934	2.673647	0.938799	1.137012
g6159	-	1199	-	232652	234160	0.476090	0.167170	0.202465
g6161	-	1200	-	62274	63542	0.625849	0.219755	0.266152
g6162	-	1200	-	67372	68640	0.552564	0.194022	0.234987
g6174	-	1200	+	219978	220859	0.810116	0.284457	0.344515
g6175	-	1201	-	490	23579	12.819366	4.501273	5.451643
g6176	-	1201	-	25050	26948	2.852632	1.001647	1.213128
g6179	-	1201	-	36311	36873	56.410053	19.807299	23.989288
g6180	-	1201	-	37163	58376	38.429146	13.493651	16.342617
g6181	-	1201	-	62793	85687	36.060295	12.661875	15.335225
g6182	-	1201	+	129832	147942	26.717756	9.381423	11.362159
g6183	-	1201	+	174995	193029	16.157877	5.673526	6.871399
g6184	-	1201	-	196137	201911	106.559074	37.416157	45.315971
g6185	-	1201	+	202375	230964	23.673334	8.312433	10.067469
g6189	-	1202	-	19966	27673	7.439528	2.612246	3.163780
g6192	-	1202	+	51889	72189	4.479592	1.572922	1.905019
g6193	-	1202	+	72217	79356	30.094355	10.567050	12.798112
g6194	-	1202	-	84318	114049	0.337295	0.118435	0.143440
g6195	-	1202	-	145877	178734	0.034255	0.012028	0.014567
g6198	-	1202	-	230773	241110	1.366213	0.479719	0.581004
g6214	-	1203	+	132342	137191	0.643312	0.225887	0.273579
g6199	-	1203	+	13495	14136	0.000000	0.000000	0.000000
g6200	-	1203	-	25469	26629	0.000000	0.000000	0.000000
g6201	-	1203	+	26898	27416	0.046243	0.016237	0.019666
g6202	-	1203	+	40452	41378	0.113052	0.039696	0.048077
g6203	-	1203	+	44794	45901	0.606606	0.212998	0.257969
g6204	-	1203	-	46651	48583	20.942411	7.353523	8.906100
g6205	-	1203	-	48628	49383	9.647926	3.387683	4.102937
g6206	-	1203	+	59091	59480	0.000000	0.000000	0.000000
g6211	-	1203	-	85126	91080	0.000000	0.000000	0.000000
g6212	-	1203	+	114434	115246	0.085486	0.030017	0.036354
g6218	-	1203	-	187387	195819	0.311852	0.109501	0.132620
g6219	-	1203	-	214364	215047	0.250585	0.087988	0.106565
g6220	-	1203	+	235402	236133	0.206283	0.072432	0.087725
g6221	-	1203	+	237697	239483	0.337406	0.118474	0.143487
g6222	-	1204	-	9781	13565	2.322294	0.815429	0.987593
g6224	-	1204	-	41555	42208	0.437309	0.153553	0.185973
g6225	-	1204	+	69940	72572	107.328621	37.686367	45.643238
g6226	-	1204	+	76352	80030	0.000000	0.000000	0.000000
g6227	-	1204	+	83373	84047	2.606413	0.915191	1.108419
