Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g55860	-	458	-	291554	292939	5.368556	1.896260	2.378902
g55861	-	458	-	293139	293762	0.000000	0.000000	0.000000
g55864	-	458	-	297417	300543	1.057444	0.373506	0.468572
g55865	-	458	+	313776	350585	35.819263	12.651935	15.872149
g55867	-	458	+	420010	429439	10.675902	3.770899	4.730681
g55868	-	458	+	430835	439823	3.582184	1.265285	1.587329
g55869	-	458	-	489941	491341	1.363312	0.481544	0.604108
g55870	-	458	-	499977	503256	0.000000	0.000000	0.000000
g55871	-	458	+	503380	503676	0.000000	0.000000	0.000000
g55872	-	458	+	506883	558433	94.457481	33.363888	41.855778
g55873	-	458	-	565252	566007	0.000000	0.000000	0.000000
g55874	-	458	-	566326	569175	0.115307	0.040728	0.051095
g55875	-	458	+	570263	573199	17.895300	6.320905	7.929724
g55876	-	458	-	574019	580989	341.409180	120.591164	151.284439
g55916	-	459	+	416834	417160	2.418960	0.854415	1.071884
g55891	-	459	-	163789	165026	0.000000	0.000000	0.000000
g55892	-	459	-	166113	172116	0.000000	0.000000	0.000000
g55893	-	459	-	173415	173723	0.000000	0.000000	0.000000
g55894	-	459	-	180093	182009	0.000000	0.000000	0.000000
g55895	-	459	+	186175	190610	11.228365	3.966038	4.975487
g55897	-	459	-	224205	224528	0.000000	0.000000	0.000000
g55898	-	459	-	246907	248291	0.000000	0.000000	0.000000
g55899	-	459	-	259723	260247	0.523811	0.185018	0.232110
g55901	-	459	-	283812	285964	0.000000	0.000000	0.000000
g55902	-	459	+	288050	288607	0.415771	0.146857	0.184235
g55904	-	459	+	292520	293137	0.000000	0.000000	0.000000
g55905	-	459	-	303141	303551	0.000000	0.000000	0.000000
g55906	-	459	-	304188	304472	0.000000	0.000000	0.000000
g55907	-	459	-	305023	305370	0.000000	0.000000	0.000000
g55908	-	459	-	308670	309661	0.912052	0.322151	0.404146
g55909	-	459	-	310921	312088	0.175931	0.062142	0.077958
g55910	-	459	+	314518	314913	4.176781	1.475306	1.850806
g55911	-	459	-	315655	318209	0.345977	0.122205	0.153309
g55912	-	459	+	318304	336578	20.929829	7.392749	9.274377
g55913	-	459	-	336824	369818	125.722710	44.407265	55.709957
g55914	-	459	+	374278	377294	5.029716	1.776576	2.228756
g55915	-	459	+	387575	388132	23.481585	8.294070	10.405105
g55917	-	459	+	427777	463440	264.810699	93.535362	117.342300
g55918	-	459	-	463703	481731	64.251808	22.694765	28.471111
g55919	-	459	-	489555	490148	151.284515	53.436104	67.036842
g55920	-	459	+	490305	491866	41.378048	14.615386	18.335344
g55921	-	459	-	495280	507256	37.596249	13.279595	16.659561
g55924	-	459	+	556291	559286	0.260555	0.092032	0.115457
g55922	-	459	-	520558	536932	125.155243	44.206829	55.458500
g55923	-	459	+	537135	549911	12.692117	4.483058	5.624101
g55925	-	459	+	559309	567393	1.422901	0.502591	0.630513
g55928	-	460	-	47458	47751	0.441327	0.155884	0.195560
g55929	-	460	-	47912	48241	3.387879	1.196653	1.501229
g55935	-	460	+	92116	92958	0.169632	0.059917	0.075167
g55937	-	460	+	93600	94193	0.000000	0.000000	0.000000
g55938	-	460	+	96779	111739	9.159614	3.235322	4.058787
g55949	-	460	+	262873	263529	0.219178	0.077417	0.097122
g55939	-	460	+	126482	126802	0.000000	0.000000	0.000000
g55940	-	460	+	151562	153392	0.000000	0.000000	0.000000
g55941	-	460	+	157452	158033	0.000000	0.000000	0.000000
g55942	-	460	+	158044	162119	0.000000	0.000000	0.000000
g55943	-	460	-	173342	173788	0.000000	0.000000	0.000000
g55944	-	460	+	185488	221574	2.322067	0.820191	1.028949
g55945	-	460	+	230297	232255	0.000000	0.000000	0.000000
g55946	-	460	+	232835	235470	53.957958	19.058813	23.909725
g55947	-	460	+	235481	242490	2264.941162	800.013367	1003.635437
g55948	-	460	-	248659	253013	7.450871	2.631767	3.301613
g55961	-	460	+	468284	482251	2.754826	0.973049	1.220712
g55962	-	460	-	486866	487865	0.000000	0.000000	0.000000
g55963	-	460	+	499926	506335	0.738522	0.260858	0.327252
g55964	-	460	-	511480	516706	12.409760	4.383326	5.498984
g55965	-	460	+	516936	526627	14.347281	5.067689	6.357534
g55966	-	460	+	534928	542339	338.842010	119.684410	150.146881
g55967	-	460	+	547315	561049	27.049479	9.554307	11.986102
g55968	-	460	+	567569	577730	158.045059	55.824039	70.032555
g55970	-	461	+	29558	30937	44.155754	15.596517	19.566196
g55971	-	461	-	31289	36768	8.322564	2.939662	3.687875
g55972	-	461	-	38838	41144	3.982584	1.406712	1.764753
g55973	-	461	+	52417	53337	20.393051	7.203151	9.036522
g55974	-	461	-	60437	103506	84.086929	29.700846	37.260403
g55975	-	461	+	108741	139729	42.826248	15.126914	18.977068
g55977	-	461	+	164274	166772	1.302731	0.460145	0.577263
g55978	-	461	+	166974	169611	1.953786	0.690108	0.865757
g55984	-	461	+	270229	271584	9.687316	3.421714	4.292621
g55979	-	461	+	176305	177513	15.540943	5.489309	6.886467
g55980	-	461	-	178861	217840	133.091934	47.010197	58.975388
g55981	-	461	-	217983	230965	40.704082	14.377332	18.036699
g55982	-	461	+	231503	234629	654.574585	231.206207	290.053558
g55983	-	461	-	237082	263977	40.791569	14.408233	18.075464
g55985	-	461	-	280991	291722	877.612366	309.986694	388.885559
g55987	-	461	-	362152	371548	2.187555	0.772679	0.969344
g55988	-	461	+	374928	376310	4.952278	1.749224	2.194442
g55986	-	461	-	298033	354478	63.167858	22.311895	27.990795
g55990	-	461	-	389132	391904	0.833333	0.294347	0.369265
g55991	-	461	+	392704	396969	0.000000	0.000000	0.000000
g55992	-	461	-	399849	400559	0.405063	0.143075	0.179491
g55993	-	461	-	413638	424363	0.514828	0.181845	0.228129
g55994	-	461	-	425412	425918	0.000000	0.000000	0.000000
g55995	-	461	+	425965	426348	0.000000	0.000000	0.000000
g55996	-	461	+	426498	427190	0.000000	0.000000	0.000000
g55999	-	461	+	437791	439474	0.000000	0.000000	0.000000
g56000	-	461	-	443330	445106	1.329502	0.469601	0.589126
g56001	-	461	-	451215	454850	0.000000	0.000000	0.000000
g56002	-	461	-	455422	456247	0.000000	0.000000	0.000000
g56003	-	461	-	458295	459089	0.615848	0.217527	0.272893
g56004	-	461	+	459332	464081	0.000000	0.000000	0.000000
g56009	-	461	+	473067	474335	0.000000	0.000000	0.000000
g56010	-	461	+	477660	477938	0.000000	0.000000	0.000000
g56011	-	461	+	478029	479394	0.000000	0.000000	0.000000
g56012	-	461	-	483209	485153	2.881984	1.017963	1.277058
g56013	-	461	+	489096	494423	0.000000	0.000000	0.000000
g56014	-	461	-	497295	498005	0.407876	0.144068	0.180737
g56015	-	461	-	507254	509018	4.328460	1.528881	1.918017
g56016	-	461	-	514794	515597	1.222433	0.431783	0.541682
g56019	-	461	-	534362	536179	1.815350	0.641211	0.804414
g56020	-	461	-	540988	544372	0.000000	0.000000	0.000000
g56021	-	461	-	544650	545108	0.000000	0.000000	0.000000
g56022	-	461	-	547069	547791	0.521230	0.184107	0.230966
g56027	-	462	+	33119	37375	0.460068	0.162503	0.203864
g56028	-	462	+	62131	63615	0.020202	0.007136	0.008952
g56038	-	462	-	286901	290008	4.417473	1.560322	1.957460
g56039	-	462	-	290264	292126	0.720166	0.254374	0.319118
g56050	-	462	+	531719	554892	2.355761	0.832092	1.043879
g56051	-	462	+	555060	579344	2.230953	0.788008	0.988575
g56055	-	463	+	12009	17016	113.399605	40.054550	50.249371
g56061	-	463	-	151205	152134	0.077419	0.027346	0.034306
g56062	-	463	-	158220	162876	0.539563	0.190582	0.239090
g56064	-	463	-	174807	175739	1.398714	0.494048	0.619795
g56070	-	463	+	219633	221118	0.364425	0.128721	0.161483
g56072	-	463	-	222500	223429	0.438710	0.154959	0.194400
g56075	-	463	-	244260	244571	1.881410	0.664544	0.833686
g56076	-	463	-	259001	263595	0.628203	0.221891	0.278368
g56077	-	463	-	263850	265205	0.220797	0.077989	0.097839
g56080	-	463	-	327595	329774	7.795446	2.753476	3.454300
g56083	-	463	+	375989	376933	0.405031	0.143063	0.179476
g56084	-	463	-	385854	386858	1.574129	0.556008	0.697524
g56085	-	463	-	399711	418226	90.529709	31.976538	40.115314
g56087	-	463	+	436147	450140	8.888229	3.139464	3.938531
g56089	-	463	+	482340	485897	5.750281	2.031091	2.548051
g56090	-	463	-	487978	504263	16.927519	5.979070	7.500883
g56091	-	463	-	506066	527879	59.778770	21.114815	26.489031
g56092	-	463	-	532195	552259	6.021698	2.126960	2.668321
g56093	-	463	+	558549	575142	2.125874	0.750893	0.942012
g56097	-	464	-	23457	28614	16.037037	5.664537	7.106295
g56095	-	464	+	324	13618	444.160004	156.884399	196.815140
g56096	-	464	+	17613	18957	44.771317	15.813943	19.838961
g56101	-	464	-	63325	64563	0.724656	0.255960	0.321108
g56099	-	464	+	35887	52446	233.980301	82.645576	103.680809
g56102	-	464	-	67225	68163	1.403975	0.495906	0.622126
g56103	-	464	-	73895	79729	2.186902	0.772449	0.969055
g56104	-	464	-	86101	90200	7.283045	2.572488	3.227246
g56105	-	464	-	101874	128899	16.451937	5.811087	7.290144
g56107	-	464	+	143911	145897	8.516755	3.008254	3.773925
g56108	-	464	+	152829	165797	47.240063	16.685944	20.932907
g56109	-	464	-	170097	182018	56.845913	20.078884	25.189428
g56110	-	464	-	196206	203255	26.665339	9.418623	11.815883
g56115	-	464	+	258987	268540	6.420664	2.267881	2.845110
g56111	-	464	+	203576	208487	63.672119	22.490009	28.214241
g56112	-	464	-	209424	212569	35.059639	12.383624	15.535546
g56114	-	464	+	222178	245060	12.762376	4.507875	5.655234
g56116	-	464	-	303973	304392	0.507143	0.179131	0.224724
g56117	-	464	-	328775	329899	2.588889	0.914437	1.147182
g56119	-	464	-	337817	360951	55.590179	19.635338	24.632992
g56120	-	464	+	361171	399940	37.283211	13.169024	16.520851
g56122	-	464	+	441201	445507	0.235647	0.083234	0.104419
g56123	-	464	-	453301	456116	0.633803	0.223869	0.280849
g56125	-	464	-	462561	463112	0.842391	0.297546	0.373278
g56128	-	464	-	473462	475576	10.264539	3.625599	4.548398
g56130	-	464	-	527804	546047	67.741005	23.927204	30.017239
g56131	-	464	+	546598	561089	26.569204	9.384666	11.773284
g56133	-	464	+	568672	575044	18.227041	6.438081	8.076724
g56135	-	465	+	63873	65717	0.000000	0.000000	0.000000
g56136	-	465	+	69458	74736	20.222858	7.143036	8.961106
g56134	-	465	+	11702	54013	86.277382	30.474548	38.231033
g56137	-	465	+	97896	102322	14.721693	5.199937	6.523442
g56139	-	465	-	115503	119669	128.463196	45.375248	56.924313
g56145	-	465	+	181603	181923	0.246106	0.086929	0.109054
g56143	-	465	-	130907	170549	43.248394	15.276023	19.164129
g56146	-	465	-	211369	212268	10.530000	3.719364	4.666029
g56147	-	465	-	241551	242120	1.170175	0.413324	0.518525
g56148	-	465	-	248839	249784	0.596980	0.210863	0.264532
g56149	-	465	-	250587	251378	0.000000	0.000000	0.000000
g56154	-	465	-	346986	355996	0.308333	0.108908	0.136628
g56157	-	465	+	393794	395463	0.000000	0.000000	0.000000
g56158	-	465	+	403459	404031	0.249564	0.088150	0.110586
g56159	-	465	+	406210	407232	0.711831	0.251430	0.315425
g56160	-	465	+	413827	414249	2.408510	0.850724	1.067253
g56162	-	465	+	457000	462906	3.940476	1.391839	1.746095
g56163	-	465	+	463076	464235	2.982385	1.053426	1.321548
g56164	-	465	-	464292	465400	10.871573	3.840013	4.817386
g56165	-	465	-	510789	511457	0.288490	0.101899	0.127835
g56166	-	465	+	525093	527228	0.251799	0.088939	0.111577
g56167	-	465	+	528187	529786	0.000000	0.000000	0.000000
g56173	-	466	+	114026	115550	0.000000	0.000000	0.000000
g56172	-	466	-	97558	111609	32.068050	11.326947	14.209920
g56174	-	466	-	116499	117541	0.391378	0.138241	0.173427
g56175	-	466	+	118077	127359	0.000000	0.000000	0.000000
g56176	-	466	-	146801	150476	0.000000	0.000000	0.000000
g56177	-	466	+	163310	164683	0.000000	0.000000	0.000000
g56178	-	466	+	172211	177016	0.000000	0.000000	0.000000
g56180	-	466	-	201139	202473	0.512334	0.180965	0.227024
g56181	-	466	+	217765	219141	2.764588	0.976497	1.225038
g56184	-	466	-	391739	392845	0.130081	0.045947	0.057641
g56185	-	466	-	402112	403422	0.109077	0.038528	0.048334
g56188	-	466	+	409945	410229	0.571930	0.202015	0.253432
g56189	-	466	+	413732	414271	0.053333	0.018838	0.023633
g56191	-	466	-	467340	468029	0.800000	0.282573	0.354494
g56193	-	466	+	488388	488687	0.166667	0.058869	0.073853
g56194	-	466	-	496215	505191	0.146534	0.051758	0.064932
g56203	-	467	-	33057	41956	62.348320	22.022421	27.627644
g56200	-	467	-	8882	18567	180.006134	63.581043	79.763901
g56201	-	467	+	20102	29716	318.889496	112.636856	141.305573
g56202	-	467	+	30211	30510	2.999714	1.059547	1.329226
g56204	-	467	-	60052	61257	33.663284	11.890409	14.916796
g56206	-	467	+	77371	101135	32.610111	11.518412	14.450117
g56207	-	467	-	107843	109399	3.204239	1.131788	1.419855
g56208	-	467	-	133635	136772	17.729649	6.262395	7.856320
g56211	-	467	+	180073	180963	168.048233	59.357315	74.465149
g56212	-	467	+	192423	192932	0.592810	0.209390	0.262685
g56213	-	467	+	198643	201960	1.903551	0.672365	0.843497
g56214	-	467	+	211242	218264	18.412281	6.503512	8.158808
g56215	-	467	-	229215	239534	60.117714	21.234535	26.639221
g56216	-	467	-	247820	269490	40.635139	14.352980	18.006149
g56217	-	467	+	275254	281806	592.025085	209.112717	262.336792
g56218	-	467	+	291655	299714	68.872879	24.327000	30.518791
g56221	-	467	+	311832	332310	129.996643	45.916889	57.603809
g56222	-	467	+	344594	347520	77.937729	27.528851	34.535583
g56223	-	467	+	360559	366118	3.318032	1.171982	1.470279
g56224	-	467	-	366467	367564	3.592529	1.268939	1.591913
g56225	-	467	-	372048	374160	0.000000	0.000000	0.000000
g56226	-	467	-	374226	374691	0.000000	0.000000	0.000000
g56227	-	467	+	387511	388056	0.000000	0.000000	0.000000
g56228	-	467	+	391938	399718	113.746033	40.176914	50.402878
g56229	-	467	-	400200	403173	0.383333	0.135399	0.169862
g56230	-	467	+	408097	409379	0.000000	0.000000	0.000000
g56233	-	467	-	438340	443513	2.632883	0.929976	1.166677
g56234	-	467	+	444198	447383	61.930061	21.874685	27.442305
g56236	-	467	-	452701	455181	27.136238	9.584952	12.024547
g56237	-	467	-	458307	461577	10.446105	3.689731	4.628854
g56238	-	467	+	462026	471986	5.255756	1.856417	2.328918
g56239	-	467	-	480059	485314	5.578624	1.970459	2.471987
g56240	-	467	+	487645	498798	38.475971	13.590327	17.049383
g56242	-	468	-	11072	21628	203.308182	71.811699	90.089447
g56243	-	468	+	22718	33277	27.895834	9.853254	12.361137
g56244	-	468	-	40657	42364	48.211113	17.028934	21.363195
g56247	-	469	+	1322	2518	95.287354	33.657013	42.223511
g56248	-	469	+	2720	6701	525.719055	185.692352	232.955399
g56249	-	469	+	10188	25659	2.365867	0.835662	1.048357
g56250	-	469	+	25771	47300	5.262787	1.858900	2.332034
g56253	-	469	+	93031	94639	3.250000	1.147952	1.440132
g56251	-	469	+	56166	66792	36.021786	12.723469	15.961889
g56252	-	469	-	70613	84112	54.846073	19.372509	24.303265
g56254	-	469	-	105034	112584	15.336944	5.417253	6.796071
g56255	-	469	-	113976	119199	0.000000	0.000000	0.000000
g56256	-	469	-	121164	130455	0.348680	0.123159	0.154506
g56258	-	469	-	133962	161569	3.714394	1.311983	1.645914
g56259	-	469	+	165274	165636	0.000000	0.000000	0.000000
g56261	-	469	+	197090	200954	44.230427	15.622892	19.599285
g56262	-	469	+	210491	220040	23.798969	8.406176	10.545744
g56263	-	469	+	222468	223304	5.401433	1.907872	2.393471
g56282	-	469	+	492799	500681	11.628513	4.107377	5.152800
g56283	-	469	+	504239	509755	0.295953	0.104535	0.131142
g56284	-	469	+	533178	541088	39.519283	13.958842	17.511694
g56286	-	470	-	5777	7916	0.000000	0.000000	0.000000
g56287	-	470	-	16178	16795	0.090615	0.032007	0.040153
g56290	-	470	-	30375	30767	4.816284	1.701188	2.134181
g56291	-	470	+	37896	38693	0.239348	0.084542	0.106059
g56264	-	469	-	229083	232210	295.019623	104.205635	130.728409
g56265	-	469	+	232611	259706	165.566559	58.480751	73.365471
g56266	-	469	-	261320	286297	81.289230	28.712654	36.020695
g56267	-	469	-	288607	288924	0.591195	0.208820	0.261969
g56268	-	469	+	293537	294472	1.805197	0.637624	0.799915
g56269	-	469	-	299616	299984	0.000000	0.000000	0.000000
g56270	-	469	-	333838	340867	31.670429	11.186502	14.033728
g56271	-	469	-	345352	355028	30.846153	10.895353	13.668476
g56272	-	469	+	380673	382877	31.313131	11.060298	13.875402
g56273	-	469	-	384396	401498	42.284367	14.935513	18.736952
g56274	-	469	+	401913	404043	70.375450	24.857731	31.184605
g56275	-	469	+	407397	425520	53.943565	19.053728	23.903347
g56278	-	469	-	439662	446840	0.959140	0.338784	0.425012
g56279	-	469	+	452987	453286	8.031667	2.836913	3.558974
g56280	-	469	+	455195	461481	34.464550	12.173429	15.271852
g56293	-	470	-	48427	50546	0.149641	0.052856	0.066309
g56302	-	470	+	85332	89537	0.154541	0.054586	0.068480
g56303	-	470	+	89827	90273	0.324385	0.114578	0.143741
g56308	-	470	+	98439	98765	1.743119	0.615697	0.772407
g56309	-	470	+	98821	99696	0.163242	0.057660	0.072335
g56311	-	470	-	102314	103618	0.645977	0.228169	0.286244
g56313	-	470	+	114684	123307	0.128003	0.045213	0.056720
g56315	-	470	-	132379	132930	3.338768	1.179306	1.479467
g56323	-	470	-	207740	221727	1.073209	0.379075	0.475558
g56316	-	470	+	142741	143235	0.000000	0.000000	0.000000
g56317	-	470	+	144082	144597	0.534884	0.188930	0.237017
g56318	-	470	+	144829	145398	0.412281	0.145624	0.182689
g56319	-	470	+	148274	154135	0.000000	0.000000	0.000000
g56320	-	470	+	158079	159404	2.220736	0.784399	0.984047
g56321	-	470	+	160004	160387	3.296875	1.164509	1.460904
g56322	-	470	+	168280	204514	100.612534	35.537952	44.583195
g56326	-	470	-	260158	294803	51.772335	18.286814	22.941236
g56327	-	470	+	303378	312802	36.441929	12.871870	16.148062
g56328	-	470	-	318623	330326	63.775452	22.526508	28.260031
g56329	-	470	-	330845	331235	17.782772	6.281159	7.879860
g56337	-	470	+	416606	423635	43.212029	15.263179	19.148014
g56338	-	470	-	428547	429464	14.173203	5.006202	6.280397
g56345	-	470	+	546722	548203	0.213765	0.075505	0.094723
g56347	-	471	-	5181	20993	40.636932	14.353613	18.006943
g56341	-	470	-	460037	476124	1894.267944	669.085632	839.383606
g56343	-	470	-	503693	508107	9.401197	3.320653	4.165836
g56360	-	471	-	130098	136521	184.273682	65.088402	81.654922
g56361	-	471	+	162288	162867	16.239058	5.735894	7.195814
g56362	-	471	-	163069	169264	1.365164	0.482198	0.604928
g56363	-	471	-	173246	207433	107.637863	38.019413	47.696239
g56364	-	471	-	222678	264238	239.470306	84.584740	106.113525
g56366	-	471	+	308020	310428	3.552723	1.254878	1.574274
g56365	-	471	-	277742	303675	242.414841	85.624794	107.418304
g56368	-	471	+	347555	349061	0.000000	0.000000	0.000000
g56370	-	471	+	357224	385167	350.721039	123.880272	155.410690
g56372	-	471	+	439679	463485	469.757050	165.925674	208.157654
g56373	-	471	+	465381	467066	26.068802	9.207916	11.551547
g56374	-	471	+	488259	488639	0.821522	0.290175	0.364031
g56375	-	471	+	491440	492210	2.788506	0.984945	1.235636
g56379	-	471	+	502513	504554	0.234767	0.082923	0.104029
g56380	-	471	+	504941	505399	0.000000	0.000000	0.000000
g56384	-	471	+	531664	532747	0.314554	0.111106	0.139384
g56387	-	472	-	9504	11665	5.062295	1.788083	2.243192
g56388	-	472	-	11766	12903	95.268120	33.650219	42.214989
g56389	-	472	-	21827	22606	0.223077	0.078794	0.098849
g56391	-	472	-	55786	76361	241.184647	85.190269	106.873177
g56395	-	472	-	131805	139706	0.000000	0.000000	0.000000
g56396	-	472	-	140548	143271	0.105360	0.037215	0.046687
g56397	-	472	-	167646	172653	0.000000	0.000000	0.000000
g56398	-	472	+	172863	175710	1.249787	0.441445	0.553803
g56399	-	472	+	175791	177387	0.000000	0.000000	0.000000
g56401	-	472	+	189361	203147	0.213387	0.075372	0.094556
g56404	-	472	-	210376	214314	0.000000	0.000000	0.000000
g56406	-	472	-	221871	224021	0.000000	0.000000	0.000000
g56415	-	472	-	273593	273889	0.282154	0.099661	0.125027
g56417	-	472	+	278952	279956	0.582274	0.205668	0.258016
g56418	-	472	+	280080	281567	0.237433	0.083865	0.105211
g56419	-	472	+	286784	287191	0.245098	0.086573	0.108607
g56420	-	472	+	287252	288532	0.000000	0.000000	0.000000
g56429	-	472	+	359536	361761	0.162500	0.057398	0.072007
g56435	-	472	+	387841	389035	0.000000	0.000000	0.000000
g56436	-	472	+	392746	393588	13.750425	4.856870	6.093056
g56445	-	472	+	458131	460117	0.000000	0.000000	0.000000
g56449	-	472	+	472895	477077	0.080878	0.028567	0.035838
g56450	-	472	+	477247	486064	0.926425	0.327228	0.410515
g56462	-	473	-	937	1059	6.178862	2.182473	2.737963
g56463	-	473	+	8030	16698	9.936369	3.509684	4.402981
g56464	-	473	-	24212	26440	56.322697	19.894075	24.957582
g56468	-	473	+	42527	53110	21.690443	7.661411	9.611419
g56469	-	473	+	54676	55725	24.728416	8.734471	10.957599
g56470	-	473	-	59181	60065	4.019209	1.419649	1.780982
g56471	-	473	-	67511	68374	61.221645	21.624462	27.128393
g56473	-	473	-	95789	109348	50.328293	17.776756	22.301355
g56474	-	473	-	111229	121893	19.830227	7.004353	8.787124
g56475	-	473	+	125450	125755	1.555556	0.549447	0.689294
g56476	-	473	+	128804	131008	0.810254	0.286195	0.359038
g56477	-	473	+	131293	132792	1.844267	0.651425	0.817227
g56478	-	473	+	133660	147391	55.408573	19.571192	24.552517
g56480	-	473	-	158332	158934	476.607300	168.345306	211.193115
g56481	-	473	-	179731	182155	6.459150	2.281475	2.862164
g56482	-	473	-	185797	187454	109.897690	38.817616	48.697609
g56483	-	473	+	193434	194393	1.191667	0.420916	0.528049
g56485	-	473	-	206179	223932	277.026581	97.850204	122.755379
g56486	-	473	+	234050	244389	17.728327	6.261928	7.855735
g56493	-	473	-	345828	364251	1.104921	0.390276	0.489610
g56494	-	473	-	364463	372105	0.000000	0.000000	0.000000
g56491	-	473	+	316834	330536	43.864941	15.493797	19.437330
g56492	-	473	-	330812	339087	44.701038	15.789120	19.807821
g56498	-	473	+	404668	423611	37.606777	13.283314	16.664227
g56501	-	473	-	435472	453937	51.869404	18.321102	22.984249
g56502	-	473	+	454429	467258	72.407944	25.575640	32.085239
g56503	-	473	+	474658	475764	0.129404	0.045708	0.057341
g56505	-	473	+	478707	480007	41.017986	14.488208	18.175795
g56506	-	473	-	482967	505631	110.082726	38.882977	48.779602
g56509	-	473	+	541051	542864	0.327611	0.115717	0.145170
g56511	-	473	+	554774	557877	7.235727	2.555774	3.206279
g56512	-	473	-	560305	562521	4.000451	1.413023	1.772671
g56519	-	474	-	75576	121282	40.492348	14.302544	17.942875
g56521	-	474	-	154199	156301	0.000000	0.000000	0.000000
g56538	-	474	+	199400	200275	0.164384	0.058063	0.072841
g56540	-	474	+	204884	207851	1.914987	0.676404	0.848565
g56554	-	474	+	265330	285929	0.868197	0.306661	0.384713
g56555	-	474	+	286015	286410	0.000000	0.000000	0.000000
g56556	-	474	+	286944	288899	0.000000	0.000000	0.000000
g56557	-	474	-	294559	299898	0.000000	0.000000	0.000000
g56558	-	474	+	301011	301331	0.000000	0.000000	0.000000
g56559	-	474	+	301421	301762	0.418129	0.147690	0.185280
g56560	-	474	-	305665	306042	0.000000	0.000000	0.000000
g56561	-	474	+	308612	313340	0.000000	0.000000	0.000000
g56562	-	474	+	315223	315609	5.134367	1.813540	2.275129
g56563	-	474	+	323399	323971	1.010471	0.356914	0.447758
g56564	-	474	-	325864	326274	0.000000	0.000000	0.000000
g56565	-	474	+	331356	331733	4.291005	1.515651	1.901420
g56566	-	474	+	332854	334159	0.000000	0.000000	0.000000
g56567	-	474	+	335767	336135	0.170732	0.060305	0.075654
g56568	-	474	+	338807	339190	0.000000	0.000000	0.000000
g56569	-	474	-	368087	413600	81.756287	28.877625	36.227657
g56570	-	474	-	413629	503926	38.974602	13.766452	17.270334
g56573	-	475	-	243	2130	6.429952	2.271162	2.849225
g56572	-	474	-	536572	564993	25.704363	9.079191	11.390058
g56575	-	475	-	13379	18011	0.332358	0.117394	0.147274
g56577	-	475	-	27988	28881	0.234899	0.082970	0.104088
g56582	-	475	+	41579	42583	0.607416	0.214549	0.269157
g56587	-	475	+	59506	60312	10.249604	3.620324	4.541780
g56588	-	475	-	78074	79812	0.291339	0.102906	0.129097
g56597	-	475	+	126505	131189	0.795519	0.280990	0.352509
g56598	-	475	-	144133	148822	0.371368	0.131173	0.164560
g56601	-	475	-	160024	165747	4.660968	1.646328	2.065357
g56602	-	475	+	169582	171859	0.447844	0.158186	0.198448
g56603	-	475	+	171939	172334	2.065780	0.729666	0.915384
g56604	-	475	-	172811	173698	0.568406	0.200770	0.251871
g56636	-	475	+	280263	280763	0.898204	0.317260	0.398010
g56637	-	475	+	284111	288884	0.000000	0.000000	0.000000
g56644	-	475	-	328014	328844	0.341757	0.120714	0.151439
g56645	-	475	+	334719	338592	0.493164	0.174193	0.218530
g56648	-	475	+	363546	367303	0.000000	0.000000	0.000000
g56649	-	475	+	373957	374346	0.551282	0.194722	0.244283
g56650	-	475	-	385904	386668	1.603922	0.566531	0.710726
g56651	-	475	+	386805	387368	1.500000	0.529824	0.664676
g56652	-	475	+	387468	388643	0.864796	0.305460	0.383206
g56656	-	475	+	397461	403295	2.133483	0.753580	0.945384
g56658	-	475	+	411084	411383	0.480000	0.169544	0.212696
g56659	-	475	-	412903	414381	1.931313	0.682171	0.855799
g56665	-	475	-	469147	469584	0.324201	0.114513	0.143659
g56666	-	475	-	482746	524263	62.314892	22.010614	27.612829
g56698	-	477	-	8540	9287	8.876444	3.135302	3.933309
g56699	-	477	+	14296	14772	2.251572	0.795291	0.997711
g56667	-	476	-	16630	24862	45.813210	16.181957	20.300642
g56668	-	476	-	26190	35559	3.682936	1.300872	1.631974
g56669	-	476	-	43257	49945	7.765423	2.742871	3.440996
g56670	-	476	-	66148	86947	1.905814	0.673164	0.844500
g56671	-	476	+	92201	92728	0.108713	0.038399	0.048173
g56675	-	476	-	147702	148004	0.264027	0.093259	0.116995
g56677	-	476	+	176374	176703	1.963637	0.693588	0.870122
g56680	-	476	-	254139	261644	9.962060	3.518759	4.414365
g56681	-	476	-	270954	271259	0.000000	0.000000	0.000000
g56682	-	476	+	276907	277335	0.000000	0.000000	0.000000
g56683	-	476	+	279016	280329	0.000000	0.000000	0.000000
g56684	-	476	-	300179	312790	0.483810	0.170889	0.214385
g56685	-	476	-	322086	322391	0.000000	0.000000	0.000000
g56689	-	476	-	391205	391579	0.000000	0.000000	0.000000
g56690	-	476	-	422471	436001	30.084763	10.626418	13.331090
g56691	-	476	-	462016	484541	0.000000	0.000000	0.000000
g56692	-	476	-	485016	494885	0.000000	0.000000	0.000000
g56694	-	476	+	525403	526352	0.000000	0.000000	0.000000
g56695	-	476	-	526410	541775	0.000000	0.000000	0.000000
g56696	-	476	-	546059	557824	0.000000	0.000000	0.000000
g56700	-	477	+	63607	70974	5.775315	2.039933	2.559144
g56704	-	477	+	102796	105902	0.000000	0.000000	0.000000
g56706	-	477	+	116846	136423	223.252548	78.856361	98.927147
g56707	-	477	-	143717	153045	11.481255	4.055362	5.087547
g56708	-	477	+	153587	173212	15.032994	5.309893	6.661386
g56709	-	477	+	173493	183691	62.605366	22.113214	27.741543
